Nº de abonados;Sexo;Edad;Tipo de abono;Centro deportivo;Mes
1;MUJER;79;ADM REDUCIDO;Antonio Díaz Miguel;jul-26
2;MUJER;80;ADM REDUCIDO;Antonio Díaz Miguel;jul-26
1;MUJER;81;ADM REDUCIDO;Antonio Díaz Miguel;jul-26
3;MUJER;82;ADM REDUCIDO;Antonio Díaz Miguel;jul-26
1;MUJER;83;ADM REDUCIDO;Antonio Díaz Miguel;jul-26
2;MUJER;84;ADM REDUCIDO;Antonio Díaz Miguel;jul-26
1;MUJER;85;ADM REDUCIDO;Antonio Díaz Miguel;jul-26
1;MUJER;87;ADM REDUCIDO;Antonio Díaz Miguel;jul-26
1;MUJER;88;ADM REDUCIDO;Antonio Díaz Miguel;jul-26
1;MUJER;90;ADM REDUCIDO;Antonio Díaz Miguel;jul-26
2;HOMBRE;44;ADM REDUCIDO;Antonio Díaz Miguel;jul-26
1;HOMBRE;45;ADM REDUCIDO;Antonio Díaz Miguel;jul-26
1;HOMBRE;49;ADM REDUCIDO;Antonio Díaz Miguel;jul-26
1;HOMBRE;52;ADM REDUCIDO;Antonio Díaz Miguel;jul-26
1;HOMBRE;53;ADM REDUCIDO;Antonio Díaz Miguel;jul-26
1;HOMBRE;55;ADM REDUCIDO;Antonio Díaz Miguel;jul-26
1;HOMBRE;58;ADM REDUCIDO;Antonio Díaz Miguel;jul-26
2;HOMBRE;63;ADM REDUCIDO;Antonio Díaz Miguel;jul-26
1;HOMBRE;66;ADM REDUCIDO;Antonio Díaz Miguel;jul-26
2;HOMBRE;68;ADM REDUCIDO;Antonio Díaz Miguel;jul-26
1;HOMBRE;69;ADM REDUCIDO;Antonio Díaz Miguel;jul-26
1;HOMBRE;71;ADM REDUCIDO;Antonio Díaz Miguel;jul-26
3;HOMBRE;72;ADM REDUCIDO;Antonio Díaz Miguel;jul-26
1;HOMBRE;73;ADM REDUCIDO;Antonio Díaz Miguel;jul-26
3;HOMBRE;74;ADM REDUCIDO;Antonio Díaz Miguel;jul-26
2;HOMBRE;75;ADM REDUCIDO;Antonio Díaz Miguel;jul-26
1;HOMBRE;76;ADM REDUCIDO;Antonio Díaz Miguel;jul-26
1;HOMBRE;77;ADM REDUCIDO;Antonio Díaz Miguel;jul-26
2;HOMBRE;78;ADM REDUCIDO;Antonio Díaz Miguel;jul-26
3;HOMBRE;79;ADM REDUCIDO;Antonio Díaz Miguel;jul-26
3;HOMBRE;81;ADM REDUCIDO;Antonio Díaz Miguel;jul-26
4;HOMBRE;82;ADM REDUCIDO;Antonio Díaz Miguel;jul-26
1;HOMBRE;85;ADM REDUCIDO;Antonio Díaz Miguel;jul-26
1;HOMBRE;88;ADM REDUCIDO;Antonio Díaz Miguel;jul-26
2;MUJER;16;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Antonio Díaz Miguel;jul-26
2;MUJER;17;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Antonio Díaz Miguel;jul-26
1;MUJER;19;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Antonio Díaz Miguel;jul-26
2;MUJER;20;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Antonio Díaz Miguel;jul-26
3;MUJER;21;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Antonio Díaz Miguel;jul-26
3;MUJER;22;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Antonio Díaz Miguel;jul-26
4;MUJER;23;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Antonio Díaz Miguel;jul-26
3;MUJER;24;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Antonio Díaz Miguel;jul-26
5;MUJER;25;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Antonio Díaz Miguel;jul-26
1;MUJER;26;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Antonio Díaz Miguel;jul-26
3;MUJER;27;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Antonio Díaz Miguel;jul-26
1;MUJER;28;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Antonio Díaz Miguel;jul-26
6;MUJER;29;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Antonio Díaz Miguel;jul-26
3;MUJER;30;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Antonio Díaz Miguel;jul-26
5;MUJER;31;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Antonio Díaz Miguel;jul-26
4;MUJER;32;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Antonio Díaz Miguel;jul-26
4;MUJER;33;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Antonio Díaz Miguel;jul-26
1;MUJER;34;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Antonio Díaz Miguel;jul-26
4;MUJER;35;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Antonio Díaz Miguel;jul-26
6;MUJER;36;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Antonio Díaz Miguel;jul-26
3;MUJER;37;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Antonio Díaz Miguel;jul-26
4;MUJER;38;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Antonio Díaz Miguel;jul-26
4;MUJER;39;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Antonio Díaz Miguel;jul-26
2;MUJER;40;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Antonio Díaz Miguel;jul-26
3;MUJER;41;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Antonio Díaz Miguel;jul-26
1;MUJER;42;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Antonio Díaz Miguel;jul-26
3;MUJER;43;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Antonio Díaz Miguel;jul-26
1;MUJER;44;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Antonio Díaz Miguel;jul-26
2;MUJER;45;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Antonio Díaz Miguel;jul-26
2;MUJER;46;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Antonio Díaz Miguel;jul-26
2;MUJER;47;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Antonio Díaz Miguel;jul-26
3;MUJER;48;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Antonio Díaz Miguel;jul-26
3;MUJER;49;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Antonio Díaz Miguel;jul-26
2;MUJER;50;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Antonio Díaz Miguel;jul-26
1;MUJER;51;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Antonio Díaz Miguel;jul-26
5;MUJER;52;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Antonio Díaz Miguel;jul-26
4;MUJER;53;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Antonio Díaz Miguel;jul-26
1;MUJER;54;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Antonio Díaz Miguel;jul-26
1;MUJER;56;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Antonio Díaz Miguel;jul-26
1;MUJER;57;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Antonio Díaz Miguel;jul-26
1;MUJER;58;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Antonio Díaz Miguel;jul-26
1;MUJER;60;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Antonio Díaz Miguel;jul-26
2;MUJER;61;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Antonio Díaz Miguel;jul-26
1;MUJER;64;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Antonio Díaz Miguel;jul-26
3;HOMBRE;16;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Antonio Díaz Miguel;jul-26
10;HOMBRE;17;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Antonio Díaz Miguel;jul-26
6;HOMBRE;18;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Antonio Díaz Miguel;jul-26
4;HOMBRE;19;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Antonio Díaz Miguel;jul-26
5;HOMBRE;20;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Antonio Díaz Miguel;jul-26
6;HOMBRE;21;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Antonio Díaz Miguel;jul-26
3;HOMBRE;22;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Antonio Díaz Miguel;jul-26
9;HOMBRE;23;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Antonio Díaz Miguel;jul-26
6;HOMBRE;24;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Antonio Díaz Miguel;jul-26
15;HOMBRE;25;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Antonio Díaz Miguel;jul-26
8;HOMBRE;26;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Antonio Díaz Miguel;jul-26
5;HOMBRE;27;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Antonio Díaz Miguel;jul-26
4;HOMBRE;28;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Antonio Díaz Miguel;jul-26
5;HOMBRE;29;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Antonio Díaz Miguel;jul-26
5;HOMBRE;30;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Antonio Díaz Miguel;jul-26
3;HOMBRE;31;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Antonio Díaz Miguel;jul-26
4;HOMBRE;32;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Antonio Díaz Miguel;jul-26
9;HOMBRE;33;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Antonio Díaz Miguel;jul-26
7;HOMBRE;34;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Antonio Díaz Miguel;jul-26
8;HOMBRE;35;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Antonio Díaz Miguel;jul-26
6;HOMBRE;36;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Antonio Díaz Miguel;jul-26
6;HOMBRE;37;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Antonio Díaz Miguel;jul-26
3;HOMBRE;38;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Antonio Díaz Miguel;jul-26
6;HOMBRE;39;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Antonio Díaz Miguel;jul-26
8;HOMBRE;40;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Antonio Díaz Miguel;jul-26
4;HOMBRE;41;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Antonio Díaz Miguel;jul-26
6;HOMBRE;42;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Antonio Díaz Miguel;jul-26
2;HOMBRE;43;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Antonio Díaz Miguel;jul-26
3;HOMBRE;44;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Antonio Díaz Miguel;jul-26
5;HOMBRE;45;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Antonio Díaz Miguel;jul-26
6;HOMBRE;46;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Antonio Díaz Miguel;jul-26
6;HOMBRE;47;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Antonio Díaz Miguel;jul-26
3;HOMBRE;48;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Antonio Díaz Miguel;jul-26
3;HOMBRE;49;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Antonio Díaz Miguel;jul-26
2;HOMBRE;50;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Antonio Díaz Miguel;jul-26
6;HOMBRE;51;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Antonio Díaz Miguel;jul-26
2;HOMBRE;52;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Antonio Díaz Miguel;jul-26
2;HOMBRE;53;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Antonio Díaz Miguel;jul-26
3;HOMBRE;54;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Antonio Díaz Miguel;jul-26
4;HOMBRE;55;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Antonio Díaz Miguel;jul-26
2;HOMBRE;56;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Antonio Díaz Miguel;jul-26
3;HOMBRE;57;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Antonio Díaz Miguel;jul-26
1;HOMBRE;58;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Antonio Díaz Miguel;jul-26
1;HOMBRE;59;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Antonio Díaz Miguel;jul-26
1;HOMBRE;60;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Antonio Díaz Miguel;jul-26
2;HOMBRE;61;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Antonio Díaz Miguel;jul-26
1;HOMBRE;62;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Antonio Díaz Miguel;jul-26
1;HOMBRE;63;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Antonio Díaz Miguel;jul-26
3;HOMBRE;64;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Antonio Díaz Miguel;jul-26
5;MUJER;17;ADM USO LIBRE;Antonio Díaz Miguel;jul-26
1;MUJER;18;ADM USO LIBRE;Antonio Díaz Miguel;jul-26
2;MUJER;20;ADM USO LIBRE;Antonio Díaz Miguel;jul-26
1;MUJER;23;ADM USO LIBRE;Antonio Díaz Miguel;jul-26
1;MUJER;24;ADM USO LIBRE;Antonio Díaz Miguel;jul-26
2;MUJER;25;ADM USO LIBRE;Antonio Díaz Miguel;jul-26
2;MUJER;26;ADM USO LIBRE;Antonio Díaz Miguel;jul-26
1;MUJER;28;ADM USO LIBRE;Antonio Díaz Miguel;jul-26
1;MUJER;29;ADM USO LIBRE;Antonio Díaz Miguel;jul-26
2;MUJER;30;ADM USO LIBRE;Antonio Díaz Miguel;jul-26
1;MUJER;31;ADM USO LIBRE;Antonio Díaz Miguel;jul-26
3;MUJER;32;ADM USO LIBRE;Antonio Díaz Miguel;jul-26
1;MUJER;33;ADM USO LIBRE;Antonio Díaz Miguel;jul-26
1;MUJER;35;ADM USO LIBRE;Antonio Díaz Miguel;jul-26
3;MUJER;36;ADM USO LIBRE;Antonio Díaz Miguel;jul-26
1;MUJER;39;ADM USO LIBRE;Antonio Díaz Miguel;jul-26
2;MUJER;42;ADM USO LIBRE;Antonio Díaz Miguel;jul-26
1;MUJER;43;ADM USO LIBRE;Antonio Díaz Miguel;jul-26
4;MUJER;44;ADM USO LIBRE;Antonio Díaz Miguel;jul-26
3;MUJER;45;ADM USO LIBRE;Antonio Díaz Miguel;jul-26
1;MUJER;46;ADM USO LIBRE;Antonio Díaz Miguel;jul-26
1;MUJER;48;ADM USO LIBRE;Antonio Díaz Miguel;jul-26
1;MUJER;49;ADM USO LIBRE;Antonio Díaz Miguel;jul-26
1;MUJER;50;ADM USO LIBRE;Antonio Díaz Miguel;jul-26
1;MUJER;51;ADM USO LIBRE;Antonio Díaz Miguel;jul-26
5;MUJER;52;ADM USO LIBRE;Antonio Díaz Miguel;jul-26
3;MUJER;55;ADM USO LIBRE;Antonio Díaz Miguel;jul-26
3;MUJER;56;ADM USO LIBRE;Antonio Díaz Miguel;jul-26
1;MUJER;57;ADM USO LIBRE;Antonio Díaz Miguel;jul-26
3;MUJER;58;ADM USO LIBRE;Antonio Díaz Miguel;jul-26
1;MUJER;59;ADM USO LIBRE;Antonio Díaz Miguel;jul-26
1;MUJER;60;ADM USO LIBRE;Antonio Díaz Miguel;jul-26
2;MUJER;61;ADM USO LIBRE;Antonio Díaz Miguel;jul-26
2;MUJER;62;ADM USO LIBRE;Antonio Díaz Miguel;jul-26
1;MUJER;63;ADM USO LIBRE;Antonio Díaz Miguel;jul-26
1;MUJER;64;ADM USO LIBRE;Antonio Díaz Miguel;jul-26
6;MUJER;65;ADM USO LIBRE;Antonio Díaz Miguel;jul-26
3;MUJER;66;ADM USO LIBRE;Antonio Díaz Miguel;jul-26
6;MUJER;67;ADM USO LIBRE;Antonio Díaz Miguel;jul-26
1;MUJER;68;ADM USO LIBRE;Antonio Díaz Miguel;jul-26
2;MUJER;69;ADM USO LIBRE;Antonio Díaz Miguel;jul-26
1;MUJER;70;ADM USO LIBRE;Antonio Díaz Miguel;jul-26
2;MUJER;71;ADM USO LIBRE;Antonio Díaz Miguel;jul-26
2;MUJER;72;ADM USO LIBRE;Antonio Díaz Miguel;jul-26
5;MUJER;73;ADM USO LIBRE;Antonio Díaz Miguel;jul-26
2;MUJER;74;ADM USO LIBRE;Antonio Díaz Miguel;jul-26
1;MUJER;75;ADM USO LIBRE;Antonio Díaz Miguel;jul-26
2;MUJER;76;ADM USO LIBRE;Antonio Díaz Miguel;jul-26
2;MUJER;78;ADM USO LIBRE;Antonio Díaz Miguel;jul-26
2;MUJER;81;ADM USO LIBRE;Antonio Díaz Miguel;jul-26
1;HOMBRE;13;ADM USO LIBRE;Antonio Díaz Miguel;jul-26
4;HOMBRE;16;ADM USO LIBRE;Antonio Díaz Miguel;jul-26
16;HOMBRE;17;ADM USO LIBRE;Antonio Díaz Miguel;jul-26
3;HOMBRE;18;ADM USO LIBRE;Antonio Díaz Miguel;jul-26
1;HOMBRE;20;ADM USO LIBRE;Antonio Díaz Miguel;jul-26
1;HOMBRE;22;ADM USO LIBRE;Antonio Díaz Miguel;jul-26
1;HOMBRE;23;ADM USO LIBRE;Antonio Díaz Miguel;jul-26
5;HOMBRE;24;ADM USO LIBRE;Antonio Díaz Miguel;jul-26
1;HOMBRE;25;ADM USO LIBRE;Antonio Díaz Miguel;jul-26
4;HOMBRE;26;ADM USO LIBRE;Antonio Díaz Miguel;jul-26
4;HOMBRE;28;ADM USO LIBRE;Antonio Díaz Miguel;jul-26
2;HOMBRE;30;ADM USO LIBRE;Antonio Díaz Miguel;jul-26
2;HOMBRE;31;ADM USO LIBRE;Antonio Díaz Miguel;jul-26
1;HOMBRE;32;ADM USO LIBRE;Antonio Díaz Miguel;jul-26
5;HOMBRE;33;ADM USO LIBRE;Antonio Díaz Miguel;jul-26
9;HOMBRE;34;ADM USO LIBRE;Antonio Díaz Miguel;jul-26
2;HOMBRE;39;ADM USO LIBRE;Antonio Díaz Miguel;jul-26
1;HOMBRE;40;ADM USO LIBRE;Antonio Díaz Miguel;jul-26
5;HOMBRE;41;ADM USO LIBRE;Antonio Díaz Miguel;jul-26
2;HOMBRE;42;ADM USO LIBRE;Antonio Díaz Miguel;jul-26
6;HOMBRE;43;ADM USO LIBRE;Antonio Díaz Miguel;jul-26
1;HOMBRE;44;ADM USO LIBRE;Antonio Díaz Miguel;jul-26
3;HOMBRE;45;ADM USO LIBRE;Antonio Díaz Miguel;jul-26
1;HOMBRE;46;ADM USO LIBRE;Antonio Díaz Miguel;jul-26
2;HOMBRE;47;ADM USO LIBRE;Antonio Díaz Miguel;jul-26
1;HOMBRE;48;ADM USO LIBRE;Antonio Díaz Miguel;jul-26
1;HOMBRE;49;ADM USO LIBRE;Antonio Díaz Miguel;jul-26
3;HOMBRE;50;ADM USO LIBRE;Antonio Díaz Miguel;jul-26
4;HOMBRE;51;ADM USO LIBRE;Antonio Díaz Miguel;jul-26
3;HOMBRE;52;ADM USO LIBRE;Antonio Díaz Miguel;jul-26
5;HOMBRE;53;ADM USO LIBRE;Antonio Díaz Miguel;jul-26
4;HOMBRE;54;ADM USO LIBRE;Antonio Díaz Miguel;jul-26
1;HOMBRE;55;ADM USO LIBRE;Antonio Díaz Miguel;jul-26
3;HOMBRE;56;ADM USO LIBRE;Antonio Díaz Miguel;jul-26
4;HOMBRE;57;ADM USO LIBRE;Antonio Díaz Miguel;jul-26
4;HOMBRE;58;ADM USO LIBRE;Antonio Díaz Miguel;jul-26
2;HOMBRE;59;ADM USO LIBRE;Antonio Díaz Miguel;jul-26
2;HOMBRE;60;ADM USO LIBRE;Antonio Díaz Miguel;jul-26
3;HOMBRE;61;ADM USO LIBRE;Antonio Díaz Miguel;jul-26
5;HOMBRE;62;ADM USO LIBRE;Antonio Díaz Miguel;jul-26
3;HOMBRE;63;ADM USO LIBRE;Antonio Díaz Miguel;jul-26
2;HOMBRE;64;ADM USO LIBRE;Antonio Díaz Miguel;jul-26
5;HOMBRE;65;ADM USO LIBRE;Antonio Díaz Miguel;jul-26
4;HOMBRE;66;ADM USO LIBRE;Antonio Díaz Miguel;jul-26
10;HOMBRE;67;ADM USO LIBRE;Antonio Díaz Miguel;jul-26
7;HOMBRE;68;ADM USO LIBRE;Antonio Díaz Miguel;jul-26
6;HOMBRE;69;ADM USO LIBRE;Antonio Díaz Miguel;jul-26
4;HOMBRE;70;ADM USO LIBRE;Antonio Díaz Miguel;jul-26
1;HOMBRE;71;ADM USO LIBRE;Antonio Díaz Miguel;jul-26
3;HOMBRE;72;ADM USO LIBRE;Antonio Díaz Miguel;jul-26
11;HOMBRE;73;ADM USO LIBRE;Antonio Díaz Miguel;jul-26
9;HOMBRE;74;ADM USO LIBRE;Antonio Díaz Miguel;jul-26
13;HOMBRE;75;ADM USO LIBRE;Antonio Díaz Miguel;jul-26
2;HOMBRE;76;ADM USO LIBRE;Antonio Díaz Miguel;jul-26
6;HOMBRE;77;ADM USO LIBRE;Antonio Díaz Miguel;jul-26
5;HOMBRE;78;ADM USO LIBRE;Antonio Díaz Miguel;jul-26
4;HOMBRE;79;ADM USO LIBRE;Antonio Díaz Miguel;jul-26
3;HOMBRE;80;ADM USO LIBRE;Antonio Díaz Miguel;jul-26
3;HOMBRE;81;ADM USO LIBRE;Antonio Díaz Miguel;jul-26
3;HOMBRE;82;ADM USO LIBRE;Antonio Díaz Miguel;jul-26
3;HOMBRE;83;ADM USO LIBRE;Antonio Díaz Miguel;jul-26
1;HOMBRE;85;ADM USO LIBRE;Antonio Díaz Miguel;jul-26
1;HOMBRE;88;ADM USO LIBRE;Antonio Díaz Miguel;jul-26
1;MUJER;56;ADM ACTIVIDAD DIRIGIDA;Barajas;jul-26
1;MUJER;24;ADM COMPLETO;Barajas;jul-26
1;MUJER;50;ADM COMPLETO;Barajas;jul-26
1;MUJER;53;ADM COMPLETO;Barajas;jul-26
1;MUJER;58;ADM COMPLETO;Barajas;jul-26
1;MUJER;61;ADM COMPLETO;Barajas;jul-26
1;MUJER;64;ADM COMPLETO;Barajas;jul-26
1;MUJER;67;ADM COMPLETO;Barajas;jul-26
1;MUJER;70;ADM COMPLETO;Barajas;jul-26
1;MUJER;73;ADM COMPLETO;Barajas;jul-26
1;MUJER;74;ADM COMPLETO;Barajas;jul-26
1;MUJER;78;ADM COMPLETO;Barajas;jul-26
1;HOMBRE;31;ADM COMPLETO;Barajas;jul-26
1;HOMBRE;45;ADM COMPLETO;Barajas;jul-26
1;HOMBRE;60;ADM COMPLETO;Barajas;jul-26
1;HOMBRE;68;ADM COMPLETO;Barajas;jul-26
1;HOMBRE;75;ADM COMPLETO;Barajas;jul-26
1;MUJER;16;ADM FAMILIAR;Barajas;jul-26
1;MUJER;20;ADM FAMILIAR;Barajas;jul-26
1;MUJER;37;ADM FAMILIAR;Barajas;jul-26
1;MUJER;44;ADM FAMILIAR;Barajas;jul-26
1;MUJER;45;ADM FAMILIAR;Barajas;jul-26
1;MUJER;51;ADM FAMILIAR;Barajas;jul-26
1;MUJER;52;ADM FAMILIAR;Barajas;jul-26
1;MUJER;56;ADM FAMILIAR;Barajas;jul-26
1;MUJER;59;ADM FAMILIAR;Barajas;jul-26
1;MUJER;73;ADM FAMILIAR;Barajas;jul-26
1;HOMBRE;5;ADM FAMILIAR;Barajas;jul-26
1;HOMBRE;6;ADM FAMILIAR;Barajas;jul-26
1;HOMBRE;8;ADM FAMILIAR;Barajas;jul-26
1;HOMBRE;10;ADM FAMILIAR;Barajas;jul-26
2;HOMBRE;12;ADM FAMILIAR;Barajas;jul-26
1;HOMBRE;19;ADM FAMILIAR;Barajas;jul-26
1;HOMBRE;28;ADM FAMILIAR;Barajas;jul-26
1;HOMBRE;42;ADM FAMILIAR;Barajas;jul-26
1;HOMBRE;44;ADM FAMILIAR;Barajas;jul-26
1;HOMBRE;47;ADM FAMILIAR;Barajas;jul-26
1;HOMBRE;50;ADM FAMILIAR;Barajas;jul-26
1;HOMBRE;56;ADM FAMILIAR;Barajas;jul-26
1;HOMBRE;56;ADM FAMILIAR;Barajas;jul-26
1;HOMBRE;58;ADM FAMILIAR;Barajas;jul-26
1;MUJER;38;ADM FIN DE SEMANA;Barajas;jul-26
1;MUJER;65;ADM REDUCIDO;Barajas;jul-26
2;MUJER;69;ADM REDUCIDO;Barajas;jul-26
1;MUJER;70;ADM REDUCIDO;Barajas;jul-26
1;MUJER;72;ADM REDUCIDO;Barajas;jul-26
1;MUJER;74;ADM REDUCIDO;Barajas;jul-26
1;MUJER;75;ADM REDUCIDO;Barajas;jul-26
1;MUJER;79;ADM REDUCIDO;Barajas;jul-26
1;MUJER;81;ADM REDUCIDO;Barajas;jul-26
2;MUJER;86;ADM REDUCIDO;Barajas;jul-26
1;HOMBRE;49;ADM REDUCIDO;Barajas;jul-26
1;HOMBRE;57;ADM REDUCIDO;Barajas;jul-26
1;HOMBRE;66;ADM REDUCIDO;Barajas;jul-26
1;HOMBRE;67;ADM REDUCIDO;Barajas;jul-26
1;HOMBRE;68;ADM REDUCIDO;Barajas;jul-26
2;HOMBRE;74;ADM REDUCIDO;Barajas;jul-26
1;HOMBRE;76;ADM REDUCIDO;Barajas;jul-26
2;HOMBRE;77;ADM REDUCIDO;Barajas;jul-26
1;HOMBRE;78;ADM REDUCIDO;Barajas;jul-26
1;HOMBRE;84;ADM REDUCIDO;Barajas;jul-26
2;MUJER;18;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Barajas;jul-26
2;MUJER;19;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Barajas;jul-26
2;MUJER;20;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Barajas;jul-26
2;MUJER;21;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Barajas;jul-26
4;MUJER;22;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Barajas;jul-26
1;MUJER;23;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Barajas;jul-26
5;MUJER;24;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Barajas;jul-26
6;MUJER;25;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Barajas;jul-26
3;MUJER;26;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Barajas;jul-26
3;MUJER;27;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Barajas;jul-26
3;MUJER;28;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Barajas;jul-26
2;MUJER;29;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Barajas;jul-26
3;MUJER;30;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Barajas;jul-26
1;MUJER;31;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Barajas;jul-26
2;MUJER;32;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Barajas;jul-26
2;MUJER;33;ADM SALA MULTITRABAJO Y PISTA DE ATLETISMO;Barajas;jul-26
